field	standardized_value	semantic_class	proposed_destination	reason	assembly_accession	biosample	organism	raw_attribute_name	raw_value	Host	Host_SD	Host_Context_SD	Host_Disease_SD	Host_Health_State_SD	Host_Production_Context_SD	Host_Anatomical_Site_SD	Isolation Source	Isolation_Source_SD	Isolation_Source_SD_Broad	Sample Type	Sample_Type_SD	Sample_Type_SD_Broad	Isolation_Site_SD	Environment_Medium_SD	Environment_Medium_SD_Broad	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Collection Date	Country
Sample_Type_SD	laboratory	environment_local_scale	Environment_Local_Scale_SD	Environmental terms should not be physical sample type values.	GCA_000174095.1	SAMN02472032	Wolbachia endosymbiont of Muscidifurax uniraptor	Isolation Source	dissected ovaries of Muscidifurax uniraptor females that were grown in the laboratory	Muscidifurax uniraptor	Muscidifurax uniraptor						dissected ovaries of Muscidifurax uniraptor females that were grown in the laboratory	environmental material	environmental material		laboratory	laboratory environment		laboratory	laboratory environment	laboratory environment	laboratory	absent	absent
Sample_Type_SD_Broad	laboratory environment	environment_local_scale	Environment_Local_Scale_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000174095.1	SAMN02472032	Wolbachia endosymbiont of Muscidifurax uniraptor	Host	Muscidifurax uniraptor	Muscidifurax uniraptor	Muscidifurax uniraptor						dissected ovaries of Muscidifurax uniraptor females that were grown in the laboratory	environmental material	environmental material		laboratory	laboratory environment		laboratory	laboratory environment	laboratory environment	laboratory	absent	absent
Sample_Type_SD_Broad	culture	sample_processing	Sample_Processing_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000175415.3	SAMN02344446	Limnospira platensis str. Paraca	Isolation Source	pure sub-culture from non-axenic industrial culture provided by Biorigin	absent							pure sub-culture from non-axenic industrial culture provided by Biorigin	clinical/host-associated material	clinical/host-associated material		culture	culture						2009	Switzerland
Sample_Type_SD	culture	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_000175415.3	SAMN02344446	Limnospira platensis str. Paraca	Isolation Source	pure sub-culture from non-axenic industrial culture provided by Biorigin	absent							pure sub-culture from non-axenic industrial culture provided by Biorigin	clinical/host-associated material	clinical/host-associated material		culture	culture						2009	Switzerland
Host_Anatomical_Site_SD	feces/stool	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_000175735.1	SAMN02470826	Escherichia coli O157:H7 str. FRIK966	Host	absent	absent	Bos taurus					feces/stool	bovine fecal sample	clinical/host-associated material	clinical/host-associated material		feces/stool	feces/stool						absent	absent
Host_Anatomical_Site_SD	feces/stool	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_000175755.1	SAMN02470827	Escherichia coli O157:H7 str. FRIK2000	Host	absent	absent	Bos taurus					feces/stool	bovine fecal sample	clinical/host-associated material	clinical/host-associated material		feces/stool	feces/stool						absent	absent
Sample_Type_SD_Broad	agricultural environment	environment_broad_scale	Environment_Broad_Scale_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000176035.2	SAMN02232036	Mesorhizobium opportunistum WSM2075	Host	Biserrula pelecinus L	Biserrula pelecinus L	biserrula pelecinus						Antonio's farm, Antonio Rd.	agricultural environment	agricultural environment		farm	agricultural environment		soil	soil	plant-associated environment	farm	2000	Australia
Sample_Type_SD	farm	environment_local_scale	Environment_Local_Scale_SD	Environmental terms should not be physical sample type values.	GCA_000176035.2	SAMN02232036	Mesorhizobium opportunistum WSM2075	Isolation Source	Antonio's farm, Antonio Rd.	Biserrula pelecinus L	biserrula pelecinus						Antonio's farm, Antonio Rd.	agricultural environment	agricultural environment		farm	agricultural environment		soil	soil	plant-associated environment	farm	2000	Australia
Sample_Type_SD_Broad	respiratory sample	metadata_descriptor	suppress/provenance only	Sample_Type fields should contain physical specimen/material values only.	GCA_000176095.1	SAMN02951933	Legionella longbeachae D-4968	Host	Homo sapiens	Homo sapiens	Homo sapiens		legionellosis	diseased		lower respiratory tract/bronch/pleural cavity	bronchial wash sample from a 77-year-old Oregon woman diagnosed with legionellosis	clinical/host-associated material	clinical/host-associated material		bronchial wash/lavage	respiratory sample	lower respiratory tract/bronch/pleural cavity					2000	United States
Isolation_Source_SD_Broad	plant-associated material	host_context	Host_Context_SD	Broad source category mixes non-source semantic classes; document or migrate.	GCA_000176855.2	SAMN00006197	Paracidovorax avenae ATCC 19860	Host	absent	absent	Zea mays						maize leaf	plant-associated material	plant-associated material		microbial isolate	culture/isolate	leaf tissue					1909	United States
Sample_Type_SD	sponge	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000177275.2	SAMN02472029	Candidatus Poribacteria bacterium WGA-A3	Isolation Source	single bacterial cell isolated from a marine sponge, at 2-15m depth	Aplysina aerophoba	Aplysina aerophoba						single bacterial cell isolated from a marine sponge, at 2-15m depth	clinical/host-associated material	clinical/host-associated material		sponge	surface/sample collection material		marine		marine environment		absent	Croatia
Sample_Type_SD_Broad	surface/sample collection material	metadata_descriptor	suppress/provenance only	Sample_Type fields should contain physical specimen/material values only.	GCA_000177275.2	SAMN02472029	Candidatus Poribacteria bacterium WGA-A3	Host	Aplysina aerophoba	Aplysina aerophoba	Aplysina aerophoba						single bacterial cell isolated from a marine sponge, at 2-15m depth	clinical/host-associated material	clinical/host-associated material		sponge	surface/sample collection material		marine		marine environment		absent	Croatia
Sample_Type_SD	tomato	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000177455.1	SAMN02472092	Pseudomonas syringae pv. tomato K40	Host	tomato	tomato	Solanum lycopersicum						tomato seedling in spring 2005	plant/produce food product	food		tomato	food/produce						2005	United States
Sample_Type_SD	bloodstream	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000177695.1	SAMN02469414	Acinetobacter baumannii AB056	Isolation Source	patient at Walter Reed Army Medical Center with a bloodstream infection	Homo sapiens	Homo sapiens		sepsis/bacteremia	diseased			patient at Walter Reed Army Medical Center with a bloodstream infection	clinical/host-associated material	clinical/host-associated material		bloodstream	clinical fluid/material						2004	United States
Sample_Type_SD	spinach	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000178755.1	SAMN02470604	Escherichia coli O157:H7 str. EC4191	Isolation Source	spinach bag	absent							spinach bag	plant/produce food product	food		spinach	food/produce						2006	United States
Sample_Type_SD	DNA extract	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_000180155.1	SAMD00036544	Actinomyces oris K20	Host	absent	absent							G_DNA_Attached/Keratinized gingiva	clinical/host-associated material	clinical/host-associated material		DNA extract	molecular extract						absent	absent
Sample_Type_SD_Broad	molecular extract	sample_processing	Sample_Processing_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000180155.1	SAMD00036544	Actinomyces oris K20	Host	absent	absent							G_DNA_Attached/Keratinized gingiva	clinical/host-associated material	clinical/host-associated material		DNA extract	molecular extract						absent	absent
Sample_Type_SD	nasopharynx/oropharynx	anatomical_site	Host_Anatomical_Site_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000180595.1	SAMEA2272069	Neisseria lactamica Y92-1009	Host	absent	absent							throat swab	clinical/host-associated material	clinical/host-associated material		nasopharynx/oropharynx	upper respiratory tract	nasopharynx/oropharynx					absent	United Kingdom
Sample_Type_SD_Broad	upper respiratory tract	anatomical_site	Host_Anatomical_Site_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000180595.1	SAMEA2272069	Neisseria lactamica Y92-1009	Host	absent	absent							throat swab	clinical/host-associated material	clinical/host-associated material		nasopharynx/oropharynx	upper respiratory tract	nasopharynx/oropharynx					absent	United Kingdom
Sample_Type_SD_Broad	built environment	environment_broad_scale	Environment_Broad_Scale_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000183545.3	SAMN00116773	Thermaerobacter subterraneus DSM 13965	Host	absent	absent							open drain run-off channel of a bore in the Great Artesian Basin	environmental material	environmental material		drain	built environment		sediment	sediment	aquatic sediment environment		absent	Australia
Sample_Type_SD	drain	environment_local_scale	Environment_Local_Scale_SD	Environmental terms should not be physical sample type values.	GCA_000183545.3	SAMN00116773	Thermaerobacter subterraneus DSM 13965	Isolation Source	open drain run-off channel of a bore in the Great Artesian Basin	absent							open drain run-off channel of a bore in the Great Artesian Basin	environmental material	environmental material		drain	built environment		sediment	sediment	aquatic sediment environment		absent	Australia
Sample_Type_SD_Broad	plant-associated material	host_context	Host_Context_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000183665.1	SAMN02604277	Candidatus Liberibacter solanacearum CLso-ZC1	Host	Bactericera cockerelli (potato psyllid)	Bactericera cockerelli (potato psyllid)	Bactericera cockerelli						zebra chip-infected potato field	plant/produce food product	food		potato	plant-associated material						absent	United States
Sample_Type_SD	potato	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000183665.1	SAMN02604277	Candidatus Liberibacter solanacearum CLso-ZC1	Host	Bactericera cockerelli (potato psyllid)	Bactericera cockerelli (potato psyllid)	Bactericera cockerelli						zebra chip-infected potato field	plant/produce food product	food		potato	plant-associated material						absent	United States
Sample_Type_SD_Broad	built environment	environment_broad_scale	Environment_Broad_Scale_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000183725.1	SAMN00713566	Sulfuricurvum kujiense DSM 16994	Host	absent	absent							drain water from underground crude oil storage cavity	environmental material	environmental material		drain	built environment		agricultural/food-production water	water			absent	Japan
Sample_Type_SD	drain	environment_local_scale	Environment_Local_Scale_SD	Environmental terms should not be physical sample type values.	GCA_000183725.1	SAMN00713566	Sulfuricurvum kujiense DSM 16994	Isolation Source	drain water from underground crude oil storage cavity	absent							drain water from underground crude oil storage cavity	environmental material	environmental material		drain	built environment		agricultural/food-production water	water			absent	Japan
Sample_Type_SD	kimchi	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000184285.2	SAMN02470831	Loigolactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535	Isolation Source	Korean traditional kimchi	absent							Korean traditional kimchi	plant/produce food product	food		kimchi	fermented food						absent	absent
