raw_value,affected_rows,current_signal_type,current_recommended_action,contributing_raw_examples_if_available,reviewer_decision,proposed_destination_field,proposed_standardized_value,confidence,rationale,rule_file_to_update,rule_to_add,test_to_add,notes
C201R,2,raw_code_or_artifact,route_to_non_source_descriptor,C201R (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
C201R-female,2,raw_code_or_artifact,route_to_non_source_descriptor,C201R-female (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Dyre2,2,raw_code_or_artifact,route_to_non_source_descriptor,Dyre2 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
DyreVideo1,2,raw_code_or_artifact,route_to_non_source_descriptor,DyreVideo1 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Elaeagnus angustifolia foliage harboring unknown insect,2,metadata_descriptor,route_to_non_source_descriptor,Elaeagnus angustifolia foliage harboring unknown insect (2),unresolved_low_priority,manual_review / unresolved,,low,Descriptor-like aggregate is not sufficiently specific for an automatic production rule.,,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
EVB10,2,raw_code_or_artifact,route_to_non_source_descriptor,EVB10 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
EVB3,2,raw_code_or_artifact,route_to_non_source_descriptor,EVB3 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
EVB7,2,raw_code_or_artifact,route_to_non_source_descriptor,EVB7 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
femur_chicken2_1,2,raw_code_or_artifact,route_to_non_source_descriptor,femur_chicken2_1 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
femur_chicken2_2,2,raw_code_or_artifact,route_to_non_source_descriptor,femur_chicken2_2 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
femur_chicken2_3,2,raw_code_or_artifact,route_to_non_source_descriptor,femur_chicken2_3 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
FredPark2,2,raw_code_or_artifact,route_to_non_source_descriptor,FredPark2 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
H9-mesoderm_IFI16sh1865,2,raw_code_or_artifact,route_to_non_source_descriptor,H9-mesoderm_IFI16sh1865 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
HeLa-S3,2,raw_code_or_artifact,route_to_non_source_descriptor,HeLa-S3 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
HepG2,2,raw_code_or_artifact,route_to_non_source_descriptor,HepG2 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
host-1,2,raw_code_or_artifact,route_to_non_source_descriptor,host-1 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
LNCaP_GSK24H,2,raw_code_or_artifact,route_to_non_source_descriptor,LNCaP_GSK24H (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
LNCaP_GSK4H,2,raw_code_or_artifact,route_to_non_source_descriptor,LNCaP_GSK4H (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Locker_P26_BU28,2,raw_code_or_artifact,route_to_non_source_descriptor,Locker_P26_BU28 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Locker_P29_BU6,2,raw_code_or_artifact,route_to_non_source_descriptor,Locker_P29_BU6 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
LysMC8flx_mono_D20,2,raw_code_or_artifact,route_to_non_source_descriptor,LysMC8flx_mono_D20 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
MCF-7,2,raw_code_or_artifact,route_to_non_source_descriptor,MCF-7 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut18-ATAC,2,raw_code_or_artifact,route_to_non_source_descriptor,Mut18-ATAC (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P23_BU25,2,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P23_BU25 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P50_BU7,2,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P50_BU7 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nigg3,2,raw_code_or_artifact,route_to_non_source_descriptor,Nigg3 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
O_Room_1_D_Organism_2,2,raw_code_or_artifact,route_to_non_source_descriptor,O_Room_1_D_Organism_2 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
O_Room_1_D_Organism_3,2,raw_code_or_artifact,route_to_non_source_descriptor,O_Room_1_D_Organism_3 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
O_Room_3_D_Organism_2,2,raw_code_or_artifact,route_to_non_source_descriptor,O_Room_3_D_Organism_2 (2),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
