assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	detail	Host_SD	Host_TaxID	Host_Context_SD	Host_Health_State_SD	Host_Disease_SD	Isolation_Site_SD	Isolation_Source_SD	Sample_Type_SD
GCA_022828345.1	SAMN18649709	Pseudomonas amygdali pv. loropetali	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Loropetalum chinense	64118				plant-associated material	plant-associated material	
GCA_022518125.1	SAMN25989691	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022520825.1	SAMN25989377	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022525945.1	SAMN25989253	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022536215.1	SAMN25988969	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022536675.1	SAMN25988585	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_015013985.1	SAMN14091598	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015014515.1	SAMN15486408	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015017335.1	SAMN14091641	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015017515.1	SAMN14091719	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015018315.1	SAMN14091633	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015019095.1	SAMN14091631	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_029616825.1	SAMN14270849	Xanthomonas vesicatoria	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	cell culture
GCA_018951235.1	SAMN13738869	Clostridioides difficile	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_022533815.1	SAMN25988971	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_047782435.1	SAMN16788671	Streptomyces sp. 067-1	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_015014535.1	SAMN14091676	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_002560215.1	SAMN07597570	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_047978785.1	SAMN45227931	Pseudomonas aeruginosa	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			clinical/host-associated material	sink
GCA_047978965.1	SAMN45227922	Pseudomonas aeruginosa	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			clinical/host-associated material	sink
GCA_047984565.1	SAMN45227841	Pseudomonas aeruginosa	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			clinical/host-associated material	sink
GCA_047987565.1	SAMN45227740	Pseudomonas aeruginosa	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			clinical/host-associated material	sink
GCA_051132015.1	SAMN18220756	Pseudomonas sp. Z1-12	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_002844395.1	SAMN07503206	Acetivibrio saccincola	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	culture
GCA_055633145.1	SAMN52659784	Bacillus thuringiensis	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	laboratory culture
GCA_054161495.1	SAMN27610243	Enterobacteriaceae bacterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Bassia eriophora	267525				plant-associated material	plant-associated material	
GCA_021892835.1	SAMN14372650	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_018951395.1	SAMN13738874	Clostridioides difficile	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_018951435.1	SAMN13738867	Clostridioides difficile	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_022524185.1	SAMN25989357	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_049904395.1	SAMD00828288	Staphylococcus pseudintermedius	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false		Canis lupus familiaris	9615		patient				
GCA_022521345.1	SAMN25988564	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022534695.1	SAMN25989580	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022525785.1	SAMN25989266	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022529985.1	SAMN25989760	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022534075.1	SAMN25988901	Klebsiella oxytoca	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022535595.1	SAMN25989800	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_002795885.1	SAMN08014802	Bacillus velezensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Glycine max	3847				plant-associated material	soybean seeds	
GCA_003581425.1	SAMN09930308	Amnibacterium setariae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_015016355.1	SAMN14091648	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015019155.1	SAMN14091722	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015021235.1	SAMN14091623	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015022375.1	SAMN14091642	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015326965.1	SAMN05828174	Paenibacillus sp. JZ16	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Tetraena simplex	2499693				plant-associated material	plant-associated material	
GCA_022535875.1	SAMN25988705	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_029768505.1	SAMN25988930	Pluralibacter gergoviae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_056867705.1	SAMN47254583	Xanthomonas citri pv. citri	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Citrus	2706				plant-associated material	plant-associated material	
GCA_964411195.1	SAMEA117375481	uncultured Candidatus Peribacteria bacterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material		
GCA_022533835.1	SAMN25989325	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022535355.1	SAMN25988417	Citrobacter farmeri	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022536315.1	SAMN25988579	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_054130535.1	SAMN27610167	Arthrobacter sp. D1-17	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Erodium	21555				plant-associated material	plant-associated material	
GCA_015015815.1	SAMN14091686	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_015015875.1	SAMN14091732	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_051132085.1	SAMN18220746	Pseudomonas sp. R1-15	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Plantago cylindrica	1928669				plant-associated material	plant-associated material	
GCA_052983395.1	SAMN52030213	Sinomicrobium sp. M5D2P17	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_002574185.1	SAMN07598168	Bacillus anthracis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_002699855.1	SAMN04092606	Pseudomonas amygdali	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_000633415.1	SAMN02729858	Leucobacter sp. PH1c	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_007846085.1	SAMN12359317	Mucilaginibacter pallidiroseus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_024192645.1	SAMN20963343	Xanthomonas euvesicatoria pv. allii	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Allium cepa	4679				plant-associated material	plant-associated material	microbial isolate
GCA_051374245.1	SAMN49881671	Streptomyces albus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_056530405.1	SAMN27610234	Rhizobium sp. PK7-22	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Tribulus terrestris	210369				plant-associated material	plant-associated material	
GCA_902555985.1	SAMEA6075662	uncultured Candidatus Actinomarina sp.	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_947085005.1	SAMEA111451363	uncultured Ignavibacteria bacterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_009796225.1	SAMN09428057	Clavibacter michiganensis subsp. michiganensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_002565435.1	SAMN07598511	Bacillus thuringiensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
