normalized_lookup	raw_value	source_column	target_field	standardized_value	broad_value	review_status	confidence	batch_id	issue_type	severity	recommended_action
low severity burned soil	low severity burned soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
desert soil	desert soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
shallow water biome	Shallow water biome		Environment_Medium_SD	water	environmental material	approved	high	preexisting	none	pass	none
shallow water sediment	Shallow water sediment		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
bovine feces	bovine feces		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
clinical specimen	clinical specimen		Sample_Type_SD	clinical sample		approved	high	preexisting	none	pass	none
full scale hybrid biological wastewater treatment system	full-scale hybrid biological wastewater treatment system		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
steppe soil envo 00005777 soil organic matter envo 04000008	steppe soil[ENVO:00005777]|soil organic matter[ENVO:04000008]		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
soil sediment	soil sediment		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
recurrent blood derived cancer bone marrow	Recurrent Blood Derived Cancer - Bone Marrow		Sample_Type_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
high severity burned soil	high severity burned soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
medicalfacilities wastewater	Medicalfacilities Wastewater		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
wwtp wastewater	WWTP wastewater		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
drinking water treatment plant	drinking water treatment plant		Environment_Medium_SD	drinking/distribution water	environmental material	approved	high	preexisting	none	pass	none
soil from agriculture fields	Soil from Agriculture Fields		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
soil biome	soil biome		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
mosquito larval water	mosquito larval water		Environment_Medium_SD	water	environmental material	approved	high	preexisting	none	pass	none
treated wastewater	treated wastewater		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
swimming pool water	swimming pool water		Environment_Medium_SD	water	environmental material	approved	high	preexisting	none	pass	none
freshwater sample from downstream of wastewater treatment plant	Freshwater sample from downstream of wastewater treatment plant		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
pig stool	Pig stool		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
wastewater effluent sample	Wastewater effluent sample		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
raw beef	Raw beef		Sample_Type_SD	beef	food/source material	approved	high	preexisting	none	pass	none
full scale industrial wastewater treatment plants sludge	full-scale industrial wastewater treatment plants sludge		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
animal cattle beef cow	animal-cattle-beef cow		Sample_Type_SD	beef	food/source material	approved	high	preexisting	none	pass	none
isolated from feces from dairy calf	Isolated from feces from dairy calf		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
sediment stream	sediment stream		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
driking water system	driking water system		Environment_Medium_SD	built-environment water	environmental material	approved	high	preexisting	none	pass	none
turkey clinical lesion	TURKEY CLINICAL LESION		Sample_Type_SD	clinical sample		approved	high	preexisting	none	pass	none
mangrove soil	mangrove soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
intertidal sediment	Intertidal sediment		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
wastewater biome	wastewater biome		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
urine canis lupus familaris	urine (Canis lupus familaris)		Sample_Type_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
permafrost active layer soil	permafrost active layer soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
estuarine surface sediment	Estuarine surface sediment		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
shoreline intertidal zone water current	shoreline | intertidal zone | water current		Environment_Medium_SD	water	environmental material	approved	high	preexisting	none	pass	none
single cell amplified by wga x juan de fuca ridge	single cell amplified by WGA-X; Juan De Fuca ridge		Sample_Type_SD	single cell		approved	high	preexisting	none	pass	none
water from electronic waste dumpsite	water from electronic waste dumpsite		Environment_Medium_SD	environmental water	environmental material	approved	high	preexisting	none	pass	none
hospital hot water tap	Hospital hot water tap		Environment_Medium_SD	built-environment water	environmental material	approved	high	preexisting	none	pass	none
intertidal sediment envo 00002179	Intertidal sediment [ENVO:00002179]		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
soil from subterranean urban	Soil from Subterranean Urban		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
stream water	stream water		Environment_Medium_SD	water	environmental material	approved	high	preexisting	none	pass	none
g dna stool	G_DNA_Stool		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
animal feces	animal feces		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
wastewater inflow	wastewater inflow		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
sediment layer of the laguna lejia terrace	Sediment layer of the Laguna Lejia terrace		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
fresh feces	fresh feces		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
lake sediment biome envo 00000546	lake sediment biome (ENVO:00000546)		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
soil biome envo 00001998	soil biome [ENVO:00001998]		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
dry soil envo 00005748	dry soil [ENVO:00005748]		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
riparian sediment	riparian sediment		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
primary blood derived cancer peripheral blood	Primary Blood Derived Cancer - Peripheral Blood		Sample_Type_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
skinless boneless chicken breast	skinless boneless chicken breast		Sample_Type_SD	chicken meat	food/source material	approved	high	preexisting	none	pass	none
beef ground meat	Beef (ground meat)		Sample_Type_SD	beef	food/source material	approved	high	preexisting	none	pass	none
agriculture soil	Agriculture soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
mangrove rhizosphere sediment	Mangrove rhizosphere sediment		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
soil nfgnb	Soil NFGNB		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
canine urine	canine urine		Sample_Type_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
feces uberon 0001988	Feces [UBERON:0001988]		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
ballast water metagenome	ballast water metagenome		Environment_Medium_SD	seawater	environmental material	approved	high	preexisting	none	pass	none
wastewater influent envo 00002018	wastewater influent[ENVO:00002018]		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
soil from cropland	soil from cropland		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
alpine spring water	alpine spring water		Environment_Medium_SD	spring water	environmental material	approved	high	preexisting	none	pass	none
blood blood	Blood_Blood		Sample_Type_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
sediment baltic sea	Sediment, Baltic Sea		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
soil from natural coastal	Soil from Natural Coastal		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
oil contaminated soil	oil-contaminated soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
single cell amplified by wga x water column 0 8 3 0 um mercer subglacial lake	single cell amplified by WGA-X; Water column (0.8~3.0 um), Mercer Subglacial Lake		Environment_Medium_SD	lake water	environmental material	approved	high	preexisting	none	pass	none
mineral soil	mineral soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
urine canis lupus familiaris	urine (Canis lupus familiaris)		Sample_Type_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
marine hydrothermal sulfide sediment tvg12	marine hydrothermal sulfide sediment TVG12		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
soil from urban greenspaces	Soil from Urban Greenspaces		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
sediment water	sediment; water		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
primary blood derived cancer bone marrow	Primary Blood Derived Cancer - Bone Marrow		Sample_Type_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
water from urban biogas	Water from Urban Biogas		Environment_Medium_SD	environmental water	environmental material	approved	high	preexisting	none	pass	none
calve feces	Calve, feces		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
sediment from natural saltwater	Sediment from Natural Saltwater		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
